,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,InternetService_DSL,InternetService_Fiber optic,InternetService_No,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
2073,1,0,0,0,14,1,0,0,0,0,0,0,0,0,27,1096,0,0,0,1,1,0,0,0,0,0,1
658,1,0,1,1,2,1,0,0,0,0,0,0,0,0,26,100,1,0,0,1,0,1,0,0,0,0,1
1896,1,0,0,0,38,1,1,1,1,1,1,0,0,0,714,4160,0,1,0,0,1,0,0,0,0,1,0
6555,1,0,0,0,18,1,0,0,0,0,0,0,0,0,22,1400,0,0,0,1,0,1,0,0,0,0,1
2606,0,0,0,0,31,1,1,1,1,0,0,1,1,0,1362,4479,0,0,1,0,1,0,0,0,0,1,0
2221,0,0,1,1,71,1,0,1,1,1,1,0,0,0,609,5141,0,1,0,0,0,0,1,0,1,0,0
3659,1,0,1,0,67,1,1,1,1,1,0,1,1,0,1467,6298,0,0,1,0,0,1,0,0,1,0,0
6659,1,0,1,0,72,1,1,1,1,1,1,1,1,0,1137,6111,0,1,0,0,0,0,1,0,1,0,0
2379,1,1,1,0,32,1,1,0,1,1,0,1,1,0,1402,4645,1,0,1,0,1,0,0,1,0,0,0
1447,1,0,0,1,4,1,1,0,0,0,1,0,0,0,916,1230,1,0,1,0,1,0,0,0,1,0,0
5766,0,0,1,0,23,1,0,0,0,0,1,1,0,0,543,2991,0,1,0,0,0,1,0,1,0,0,0
342,0,0,1,1,66,1,1,1,1,1,0,0,0,1,668,5147,0,1,0,0,1,0,0,1,0,0,0
3372,1,1,0,0,57,1,1,0,1,0,1,1,1,1,1373,5793,0,0,1,0,1,0,0,1,0,0,0
6160,0,0,0,0,36,1,1,1,0,1,1,1,1,1,1086,4551,0,1,0,0,0,1,0,0,1,0,0
6204,1,0,0,0,13,0,0,0,0,0,0,0,0,1,95,1228,0,1,0,0,1,0,0,1,0,0,0
2527,0,0,0,0,9,1,1,0,0,0,0,0,1,1,961,2143,1,0,1,0,1,0,0,0,0,1,0
727,0,0,1,1,5,1,0,0,0,0,0,1,0,1,917,1285,0,0,1,0,1,0,0,0,0,1,0
5542,0,0,1,0,67,1,1,0,1,1,1,1,1,0,1018,5780,0,1,0,0,0,0,1,1,0,0,0
976,1,0,0,0,1,1,0,0,0,0,0,0,0,1,713,295,1,0,1,0,1,0,0,0,0,1,0
4025,1,0,0,0,4,1,0,0,0,1,0,0,0,1,803,1200,1,0,1,0,1,0,0,1,0,0,0
5023,0,0,0,0,1,1,0,0,0,0,0,0,0,1,721,303,1,0,1,0,1,0,0,0,0,1,0
1928,0,0,1,1,31,1,0,0,0,0,0,0,0,1,20,1894,1,0,0,1,1,0,0,0,0,0,1
3516,1,0,0,0,3,1,0,0,0,0,0,0,0,1,273,585,1,1,0,0,1,0,0,0,0,1,0
6770,0,0,1,1,4,1,0,0,0,0,0,1,0,1,878,1140,0,0,1,0,1,0,0,0,0,0,1
4588,0,0,1,0,33,1,1,0,0,1,1,0,1,1,1188,4353,0,0,1,0,1,0,0,0,1,0,0
6856,0,0,1,1,58,1,1,0,0,0,0,0,0,0,95,3222,0,0,0,1,0,0,1,0,1,0,0
4279,1,0,1,1,25,1,1,0,0,0,0,0,0,1,100,1697,0,0,0,1,1,0,0,1,0,0,0
3755,1,0,0,0,4,1,1,0,0,0,0,0,0,1,828,1189,1,0,1,0,1,0,0,0,0,1,0
6759,1,1,1,0,51,1,1,1,0,1,0,0,1,1,1161,5307,0,0,1,0,0,1,0,1,0,0,0
3940,1,0,0,0,19,0,0,0,0,0,0,0,0,1,95,1535,0,1,0,0,1,0,0,1,0,0,0
1299,0,0,1,0,11,1,0,0,0,0,0,0,0,1,286,1572,1,1,0,0,1,0,0,0,0,1,0
4902,0,0,0,0,24,1,0,1,0,0,1,0,0,0,486,3036,0,1,0,0,1,0,0,0,1,0,0
6466,1,0,0,0,18,1,1,0,0,0,0,0,0,0,790,3044,0,0,1,0,1,0,0,0,0,0,1
660,0,0,0,0,4,0,0,0,0,0,0,0,0,1,77,495,1,1,0,0,1,0,0,0,0,0,1
1790,0,0,0,0,12,1,0,0,0,0,0,0,1,0,862,2390,1,0,1,0,1,0,0,1,0,0,0
1492,1,1,0,0,19,1,1,0,1,0,0,1,0,1,1057,3496,1,0,1,0,1,0,0,0,0,1,0
4730,1,1,0,0,31,1,1,0,0,1,1,1,0,1,1219,4279,0,0,1,0,1,0,0,1,0,0,0
493,1,1,1,0,61,1,1,0,1,0,0,0,1,0,609,4843,0,1,0,0,0,1,0,1,0,0,0
3647,1,1,0,0,8,1,0,0,0,0,0,0,0,1,709,1748,0,0,1,0,1,0,0,0,0,1,0
5143,0,0,1,1,49,1,0,1,1,1,1,1,1,1,1039,5074,0,1,0,0,0,1,0,0,0,0,1
4949,1,0,0,0,5,0,0,0,1,0,0,1,1,1,396,1156,1,1,0,0,1,0,0,0,0,0,1
2315,1,0,1,1,35,1,1,0,0,0,1,1,1,1,776,4166,0,1,0,0,0,1,0,1,0,0,0
6537,1,0,1,0,70,1,1,1,1,1,1,1,1,0,1553,6445,1,0,1,0,0,1,0,0,1,0,0
6482,1,0,0,0,1,1,1,0,0,1,0,1,1,1,1309,516,1,0,1,0,1,0,0,0,0,1,0
5969,0,0,0,0,31,1,0,1,0,1,1,0,0,0,1046,4197,0,0,1,0,1,0,0,0,0,1,0
1085,0,1,0,0,13,1,0,0,0,1,0,0,0,1,793,2381,1,0,1,0,1,0,0,0,0,1,0
6640,1,0,1,1,28,0,0,1,0,1,1,1,0,0,392,3042,0,1,0,0,0,1,0,0,0,0,1
6464,1,1,0,0,50,1,1,1,1,0,0,1,0,1,722,4607,0,1,0,0,1,0,0,1,0,0,0
694,0,1,0,0,22,1,0,0,0,0,0,0,0,1,30,1422,0,0,0,1,0,1,0,0,0,0,1
1278,1,0,1,1,36,0,0,1,0,1,1,1,1,0,557,3878,0,1,0,0,0,1,0,0,1,0,0
3198,1,0,1,0,40,1,1,0,1,1,0,1,1,1,1395,4994,0,0,1,0,0,1,0,1,0,0,0
4966,1,0,1,1,19,1,1,0,0,0,0,0,0,0,378,2323,0,1,0,0,1,0,0,0,1,0,0
4753,0,0,1,1,4,1,0,0,0,0,0,0,1,0,917,1150,1,0,1,0,1,0,0,0,0,1,0
1621,0,0,0,0,35,1,1,0,0,0,0,1,0,1,1024,4375,1,0,1,0,1,0,0,0,0,1,0
4091,0,0,0,0,20,1,1,0,1,0,1,0,1,1,693,3016,0,1,0,0,1,0,0,0,1,0,0
3708,1,0,0,0,11,1,0,0,0,0,0,0,0,0,37,942,0,0,0,1,0,0,1,0,0,0,1
3944,0,0,1,1,9,1,0,0,0,0,0,0,0,0,34,760,0,0,0,1,0,1,0,0,0,0,1
2561,0,0,1,1,71,1,1,1,1,1,0,1,0,1,1261,6223,0,0,1,0,0,0,1,0,1,0,0
4920,0,0,1,1,71,1,0,0,0,0,0,0,0,0,31,3052,0,0,0,1,0,0,1,1,0,0,0
4766,0,0,0,0,71,1,1,1,1,1,1,1,1,1,1517,6451,0,0,1,0,0,0,1,0,1,0,0
67,0,0,0,0,31,1,0,0,1,1,1,1,1,0,884,4055,0,1,0,0,0,0,1,0,0,0,1
1731,0,1,0,0,1,1,0,0,0,0,0,0,0,1,707,289,1,0,1,0,1,0,0,0,0,1,0
5593,1,0,1,0,31,1,0,1,1,1,1,0,1,1,817,4005,0,1,0,0,0,1,0,0,1,0,0
2269,0,0,0,0,1,1,0,0,0,0,0,0,0,0,733,315,1,0,1,0,1,0,0,0,0,0,1
4955,1,0,0,0,1,1,0,0,0,0,0,0,0,0,703,286,1,0,1,0,1,0,0,0,0,0,1
4539,1,0,1,1,67,1,1,1,0,1,0,1,1,1,894,5523,1,1,0,0,0,0,1,0,0,1,0
5011,0,1,1,0,43,1,1,1,1,0,0,1,0,1,1178,4986,0,0,1,0,1,0,0,0,0,1,0
5545,1,1,1,0,21,1,0,0,0,1,0,1,0,0,1026,3588,0,0,1,0,1,0,0,1,0,0,0
820,0,0,1,0,61,1,1,0,0,1,1,1,1,1,1402,6123,0,0,1,0,1,0,0,0,0,1,0
1226,0,0,1,0,72,1,1,0,0,0,0,0,0,0,85,3560,0,0,0,1,0,0,1,1,0,0,0
1677,1,0,1,1,6,1,1,0,0,0,0,0,0,0,100,684,0,0,0,1,0,0,1,0,0,0,1
5886,0,0,1,1,47,1,0,0,0,0,0,0,0,0,24,2393,0,0,0,1,0,0,1,0,0,0,1
2867,0,0,0,0,24,1,0,0,0,0,0,0,0,0,38,1658,0,0,0,1,0,1,0,0,1,0,0
3447,1,0,0,0,39,1,1,0,1,0,0,0,0,0,928,4485,0,0,1,0,0,1,0,0,1,0,0
5492,0,0,1,1,65,1,1,0,0,0,0,0,0,1,98,3471,0,0,0,1,0,0,1,1,0,0,0
2367,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1006,435,1,0,1,0,1,0,0,0,1,0,0
4165,1,0,0,0,6,1,1,0,0,0,1,0,1,1,1052,1647,0,0,1,0,1,0,0,1,0,0,0
4691,0,1,1,0,56,1,1,0,0,1,0,1,1,1,1294,5694,1,0,1,0,1,0,0,1,0,0,0
2512,0,0,1,0,23,1,0,1,0,1,1,0,1,1,690,3409,0,1,0,0,0,1,0,1,0,0,0
5460,1,0,1,0,34,1,0,0,0,0,0,0,0,0,30,1935,0,0,0,1,0,0,1,0,1,0,0
2723,1,0,0,0,21,1,0,0,0,0,0,0,0,0,39,1386,0,0,0,1,1,0,0,0,1,0,0
6275,1,0,0,0,62,1,1,1,1,1,1,0,0,0,703,5021,0,1,0,0,0,0,1,1,0,0,0
5996,1,0,0,0,62,1,0,0,0,0,0,0,0,0,26,2844,0,0,0,1,0,0,1,1,0,0,0
5199,0,0,0,0,51,1,1,0,1,1,1,1,1,1,1496,5699,0,0,1,0,0,1,0,0,0,1,0
1143,1,0,1,0,18,1,1,0,1,0,0,0,0,0,495,2584,0,1,0,0,1,0,0,0,1,0,0
397,0,0,0,0,34,1,0,0,1,0,0,0,0,1,786,4071,1,0,1,0,1,0,0,0,1,0,0
6487,0,0,1,0,61,1,1,0,1,0,1,0,1,1,1175,5698,0,0,1,0,0,0,1,1,0,0,0
4161,1,1,0,0,2,1,0,0,0,1,0,0,0,0,375,533,0,1,0,0,1,0,0,0,0,0,1
786,1,0,1,1,72,1,1,1,0,0,0,0,0,0,465,4886,0,1,0,0,0,0,1,1,0,0,0
6036,0,0,1,0,53,1,0,1,1,1,1,1,1,0,1478,5767,0,0,1,0,0,1,0,0,0,1,0
4705,1,0,0,0,6,1,0,1,1,0,0,0,0,1,879,1596,0,0,1,0,1,0,0,0,0,1,0
1398,0,0,0,0,24,1,1,1,0,0,1,0,0,1,982,3665,0,0,1,0,1,0,0,0,0,1,0
1659,1,0,1,1,68,1,1,0,1,0,1,0,1,0,731,5318,0,1,0,0,0,0,1,0,1,0,0
5796,0,0,1,1,47,0,0,1,1,1,0,1,1,1,543,4222,0,1,0,0,0,0,1,0,1,0,0
5111,1,1,0,0,47,1,0,1,0,0,0,0,1,0,1005,4922,1,0,1,0,1,0,0,0,0,0,1
3134,0,0,1,1,36,1,0,0,0,0,0,0,0,0,13,1979,0,0,0,1,1,0,0,1,0,0,0
3789,1,0,0,0,9,1,0,0,0,0,0,0,0,0,26,777,0,0,0,1,1,0,0,0,0,0,1
3398,0,0,1,1,61,1,1,1,1,1,0,0,1,1,1295,5847,0,0,1,0,0,1,0,0,1,0,0
2220,1,0,1,0,72,1,0,1,1,0,1,1,1,1,887,5729,0,1,0,0,0,0,1,1,0,0,0
979,0,0,1,1,35,1,0,1,0,0,1,0,0,1,458,3647,0,1,0,0,0,1,0,1,0,0,0
2331,0,0,1,0,25,1,1,0,0,0,0,0,0,1,122,2025,0,0,0,1,0,1,0,0,0,0,1
3784,1,1,0,0,35,1,1,0,0,1,0,1,1,1,1308,4635,1,0,1,0,1,0,0,0,0,1,0
1298,0,0,1,1,24,0,0,1,1,1,0,1,1,0,504,3014,0,1,0,0,0,1,0,0,0,1,0
4272,1,0,1,0,56,1,1,0,0,0,0,0,0,1,95,2956,1,0,0,1,0,0,1,0,1,0,0
4639,1,1,0,0,26,1,1,0,0,0,0,1,1,1,1160,3987,0,0,1,0,1,0,0,0,0,1,0
5695,0,0,1,0,72,1,1,1,0,0,0,0,0,0,909,5720,0,0,1,0,0,0,1,1,0,0,0
3693,0,0,0,0,37,1,1,1,0,0,0,1,0,0,621,3955,0,1,0,0,0,1,0,1,0,0,0
82,0,0,1,0,7,1,0,0,0,1,0,0,0,1,810,1598,1,0,1,0,1,0,0,1,0,0,0
4088,1,0,0,0,7,1,1,0,0,0,0,0,0,0,779,1637,1,0,1,0,1,0,0,0,0,1,0
1967,1,0,0,0,69,1,1,1,1,1,1,0,1,1,872,5547,1,1,0,0,0,1,0,0,1,0,0
6829,1,0,1,1,8,1,0,0,0,0,0,0,0,0,21,589,0,0,0,1,0,0,1,0,1,0,0
5505,0,0,1,1,12,0,0,0,0,0,1,0,0,0,149,1312,0,1,0,0,0,1,0,0,1,0,0
423,1,0,1,1,44,1,1,0,0,0,0,0,0,0,106,2635,0,0,0,1,0,1,0,0,0,0,1
6097,1,0,1,1,72,1,1,1,1,1,1,0,1,0,920,5728,0,1,0,0,0,0,1,0,1,0,0
1904,1,0,0,0,56,1,1,0,1,0,1,0,1,1,1177,5454,1,0,1,0,1,0,0,0,0,1,0
6384,0,0,1,0,10,1,0,0,0,0,0,0,0,0,31,796,0,0,0,1,0,1,0,0,0,0,1
3917,1,1,0,0,1,1,0,0,0,0,0,0,0,0,697,281,1,0,1,0,1,0,0,0,0,1,0
3618,1,0,1,1,47,1,1,0,1,0,0,0,0,0,444,4079,0,1,0,0,1,0,0,0,0,1,0
839,1,0,0,0,44,1,0,0,0,0,0,0,0,0,37,2316,0,0,0,1,0,0,1,0,1,0,0
4442,1,0,0,0,3,1,0,0,0,0,0,1,0,1,870,979,1,0,1,0,1,0,0,0,0,1,0
141,0,0,0,0,8,1,1,1,0,0,1,0,1,0,738,1730,1,1,0,0,1,0,0,0,0,1,0
5814,1,0,0,0,16,1,0,0,0,0,0,0,0,1,41,1222,0,0,0,1,1,0,0,0,1,0,0
1377,1,0,1,1,72,1,1,1,1,1,1,1,0,0,944,5756,0,1,0,0,0,0,1,1,0,0,0
3674,0,0,0,0,1,1,0,0,0,0,0,0,0,0,321,161,1,1,0,0,1,0,0,0,0,1,0
5470,0,1,1,0,71,1,0,0,1,1,0,0,1,0,1082,6013,0,0,1,0,0,0,1,0,1,0,0
6902,0,1,1,0,56,1,1,1,1,1,1,0,0,1,684,4898,0,1,0,0,0,1,0,0,1,0,0
3808,0,0,1,1,3,1,0,0,0,0,0,0,0,0,15,220,0,0,0,1,1,0,0,0,0,0,1
1138,1,0,1,1,11,1,1,1,0,0,0,1,0,1,631,2013,0,1,0,0,1,0,0,1,0,0,0
2257,0,0,0,0,60,1,1,0,0,1,1,1,1,0,911,5309,0,1,0,0,0,1,0,0,1,0,0
1787,0,1,1,0,42,1,1,1,0,1,0,1,1,1,1379,5195,0,0,1,0,0,1,0,1,0,0,0
3938,0,0,0,0,2,1,0,1,0,0,0,0,0,0,395,584,0,1,0,0,1,0,0,0,0,0,1
4552,0,0,0,0,9,1,0,0,0,0,0,0,0,1,38,663,0,0,0,1,1,0,0,0,1,0,0
459,1,0,0,0,1,1,1,0,0,0,0,0,0,1,809,349,0,0,1,0,1,0,0,0,0,1,0
6435,1,0,1,1,52,0,0,0,1,1,1,1,0,0,380,4093,0,1,0,0,0,0,1,0,0,0,1
948,1,1,0,0,35,1,1,0,0,1,0,1,1,1,1262,4576,1,0,1,0,1,0,0,0,0,1,0
3700,1,0,0,1,20,1,0,0,0,0,0,0,0,1,17,1331,1,0,0,1,1,0,0,0,0,1,0
1336,0,0,1,0,15,1,0,0,1,0,0,0,0,0,814,2641,0,0,1,0,1,0,0,1,0,0,0
5604,1,0,0,0,17,1,0,0,0,0,0,0,0,1,731,2771,0,0,1,0,1,0,0,0,0,1,0
1602,1,0,0,0,30,1,0,0,0,0,0,1,1,1,1098,4214,1,0,1,0,1,0,0,0,0,1,0
2238,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1205,494,0,0,1,0,1,0,0,0,0,1,0
639,1,0,1,0,10,1,1,0,0,0,0,0,1,1,1000,2238,1,0,1,0,1,0,0,0,0,1,0
6798,0,0,0,0,13,1,0,0,0,0,0,0,0,1,718,2286,0,0,1,0,1,0,0,0,0,0,1
3830,1,0,1,0,4,1,1,0,1,0,0,1,1,1,1285,1435,1,0,1,0,1,0,0,0,0,1,0
4851,0,1,0,0,3,1,0,0,0,0,0,0,0,1,723,858,1,0,1,0,1,0,0,0,0,1,0
6291,0,0,0,0,59,1,1,1,1,1,1,0,1,0,897,5282,0,1,0,0,0,1,0,0,1,0,0
1070,0,0,0,0,2,1,0,0,0,0,0,0,0,0,710,649,1,0,1,0,1,0,0,1,0,0,0
155,0,0,1,1,14,1,0,0,0,0,0,0,1,1,918,2698,0,0,1,0,1,0,0,1,0,0,0
2295,1,0,0,0,1,0,0,0,0,0,0,0,0,1,95,61,1,1,0,0,1,0,0,0,0,1,0
6914,1,1,1,0,43,1,1,0,1,1,0,1,1,1,1336,5104,1,0,1,0,1,0,0,0,0,1,0
1089,0,0,0,0,16,1,1,0,0,0,0,0,0,1,802,2665,0,0,1,0,1,0,0,0,1,0,0
2940,1,1,0,0,53,0,0,0,1,1,0,1,1,1,448,4264,1,1,0,0,1,0,0,0,0,1,0
5952,0,0,0,1,4,1,1,0,0,0,0,0,0,1,101,420,0,0,0,1,1,0,0,0,0,0,1
930,0,0,0,0,16,1,0,0,1,0,0,0,0,0,809,2781,0,0,1,0,1,0,0,1,0,0,0
2909,0,0,0,0,43,1,0,0,1,0,1,0,0,0,468,4022,0,1,0,0,0,1,0,0,0,1,0
4518,1,1,0,0,8,1,1,0,0,1,0,0,0,1,925,1772,1,0,1,0,1,0,0,0,0,1,0
6458,1,0,1,1,6,1,0,1,0,0,0,0,0,1,359,1126,0,1,0,0,1,0,0,0,0,1,0
3247,0,0,0,0,72,1,1,0,1,1,1,1,1,1,1498,6454,0,0,1,0,0,0,1,1,0,0,0
6392,0,0,1,1,60,0,0,0,1,0,0,1,1,1,371,4399,0,1,0,0,1,0,0,0,0,1,0
5218,1,0,1,1,0,1,0,0,0,0,0,0,0,1,23,0,0,0,0,1,0,1,0,0,0,0,1
7030,0,0,0,0,2,1,0,0,0,0,0,0,0,1,30,111,0,0,0,1,1,0,0,0,0,0,1
6078,0,0,1,0,55,1,1,1,1,1,1,1,1,1,1096,5362,0,1,0,0,0,1,0,0,0,1,0
6559,0,0,1,0,56,1,0,0,0,1,1,1,1,1,1256,5684,0,0,1,0,1,0,0,0,0,1,0
1698,1,0,1,1,71,1,1,0,1,0,1,0,0,1,991,5906,0,0,1,0,0,0,1,0,0,1,0
6622,1,0,0,0,2,1,1,0,0,0,0,0,1,0,581,573,1,1,0,0,1,0,0,1,0,0,0
7002,0,0,1,0,64,1,1,0,1,0,1,1,1,1,1383,6136,0,0,1,0,0,0,1,1,0,0,0
5946,0,0,0,0,42,1,0,1,1,1,1,0,1,0,785,4448,1,1,0,0,0,1,0,0,1,0,0
3831,1,1,1,0,25,1,1,1,0,0,0,0,1,1,1074,3827,1,0,1,0,0,1,0,0,0,1,0
6950,0,0,1,1,5,1,0,1,0,0,0,0,0,1,364,948,0,1,0,0,1,0,0,0,0,0,1
6403,1,0,1,1,72,1,1,1,1,1,1,1,1,1,1568,6505,0,0,1,0,0,0,1,1,0,0,0
985,0,1,1,0,33,1,1,0,1,0,0,0,0,1,912,4158,1,0,1,0,1,0,0,1,0,0,0
1821,1,1,1,0,32,1,1,0,0,0,0,0,1,0,1001,4166,1,0,1,0,1,0,0,0,0,1,0
587,1,0,1,1,5,1,0,0,0,0,0,0,0,0,31,431,0,0,0,1,0,1,0,0,0,0,1
6716,0,0,1,0,3,1,1,0,0,0,0,0,0,1,789,933,1,0,1,0,1,0,0,0,1,0,0
5493,0,1,1,0,6,1,1,0,0,0,0,0,1,1,982,1552,1,0,1,0,1,0,0,0,0,1,0
6408,1,0,0,0,69,1,1,0,0,1,1,1,1,1,1405,6303,1,0,1,0,0,0,1,1,0,0,0
6998,0,0,0,0,13,1,0,0,0,0,0,0,1,1,910,2481,0,0,1,0,1,0,0,0,0,1,0
4457,1,0,1,1,22,1,0,1,0,0,0,0,0,0,807,3294,0,0,1,0,1,0,0,1,0,0,0
6086,1,0,1,0,61,1,1,1,0,1,0,0,1,1,713,5015,0,1,0,0,0,0,1,0,0,0,1
3557,0,1,0,0,33,0,0,1,1,1,0,1,1,1,532,3617,0,1,0,0,1,0,0,1,0,0,0
1395,1,0,1,0,41,1,1,0,0,1,0,1,1,1,768,4348,1,1,0,0,0,1,0,0,0,1,0
264,0,0,1,0,45,1,1,1,1,1,1,1,1,0,1520,5420,0,0,1,0,0,1,0,0,0,0,1
3547,1,1,1,0,70,1,1,1,1,1,1,1,1,0,1094,5969,0,1,0,0,0,0,1,0,1,0,0
4386,1,0,1,1,55,1,0,1,1,0,1,0,0,0,503,4387,1,1,0,0,0,0,1,1,0,0,0
6425,1,0,1,1,52,0,0,1,0,1,0,0,1,0,290,3908,0,1,0,0,0,1,0,1,0,0,0
6043,1,0,0,0,3,0,0,0,0,1,0,1,0,1,245,604,1,1,0,0,1,0,0,0,0,0,1
3864,0,0,0,0,30,1,1,0,1,0,0,1,1,1,1285,4341,1,0,1,0,1,0,0,0,0,1,0
5841,1,1,0,0,70,0,0,0,0,0,0,1,1,1,310,4513,1,1,0,0,0,1,0,0,0,1,0
2400,0,0,0,1,9,1,0,1,0,1,1,0,1,0,1149,2268,0,0,1,0,1,0,0,1,0,0,0
5082,1,0,1,1,21,1,0,0,0,0,0,0,0,0,25,1274,0,0,0,1,0,1,0,0,0,0,1
3711,0,0,1,1,55,1,1,1,1,0,1,0,1,1,822,5033,0,1,0,0,0,1,0,1,0,0,0
246,1,0,0,0,41,1,1,0,0,1,0,0,1,0,628,4074,0,1,0,0,0,1,0,0,0,0,1
1594,0,0,0,1,62,1,1,0,0,0,0,0,0,0,112,3354,0,0,0,1,0,0,1,1,0,0,0
6846,0,0,0,0,1,1,1,0,0,1,0,0,0,1,891,387,1,0,1,0,1,0,0,0,0,0,1
6301,0,1,0,0,67,1,1,0,1,0,0,0,0,0,457,4749,0,1,0,0,1,0,0,0,0,1,0
923,0,0,1,0,63,1,1,1,1,0,0,1,1,1,894,5283,0,1,0,0,0,1,0,0,1,0,0
4339,1,0,1,0,38,1,1,0,0,1,1,0,1,0,695,4170,0,1,0,0,0,1,0,0,1,0,0
669,0,0,1,0,70,0,0,0,1,1,1,1,1,0,507,4917,0,1,0,0,0,0,1,1,0,0,0
3604,1,0,1,1,38,1,0,0,0,0,0,0,0,0,21,2004,0,0,0,1,1,0,0,0,0,1,0
1910,0,0,1,1,5,0,0,0,1,0,0,0,0,1,154,740,0,1,0,0,1,0,0,0,0,1,0
4896,1,0,0,0,24,1,0,0,0,1,0,0,0,1,370,2717,0,1,0,0,1,0,0,0,0,0,1
3958,1,0,1,0,16,1,1,0,0,0,0,0,0,1,784,2895,1,0,1,0,1,0,0,1,0,0,0
2696,0,0,0,0,68,0,0,1,0,1,1,0,0,0,224,4192,0,1,0,0,0,0,1,0,0,0,1
2591,0,0,1,1,57,1,1,0,1,0,0,1,1,1,1293,5660,0,0,1,0,1,0,0,0,0,1,0
1781,1,1,1,0,60,1,1,0,1,1,0,1,1,1,1362,5972,0,0,1,0,0,1,0,0,0,1,0
3013,0,0,0,0,29,1,1,0,0,0,0,1,1,1,735,3772,0,1,0,0,0,1,0,0,1,0,0
2307,0,0,1,1,9,1,0,0,1,0,1,1,0,1,640,1784,0,1,0,0,0,1,0,0,0,0,1
4194,0,0,1,0,71,1,1,0,0,0,0,0,0,1,111,3535,0,0,0,1,0,0,1,0,1,0,0
3690,0,0,0,0,24,0,0,0,1,1,0,1,1,1,442,2825,1,1,0,0,1,0,0,0,1,0,0
687,1,1,0,0,2,1,0,1,0,0,0,0,0,1,361,463,1,1,0,0,1,0,0,0,0,1,0
612,1,0,0,1,66,1,0,0,0,0,0,0,0,0,40,3001,0,0,0,1,0,0,1,0,0,0,1
3200,1,0,1,0,54,1,1,0,1,1,0,1,1,1,1361,5517,1,0,1,0,1,0,0,0,0,1,0
2267,0,0,1,0,72,1,1,1,1,1,1,1,1,1,1525,6474,0,0,1,0,0,0,1,0,1,0,0
6751,1,0,0,0,52,1,0,0,0,0,0,0,0,0,22,2505,0,0,0,1,0,0,1,0,0,0,1
5344,1,0,0,1,71,1,0,1,1,1,1,1,0,1,844,5615,0,1,0,0,0,0,1,0,1,0,0
1898,0,1,0,0,5,1,0,0,0,0,0,0,1,0,879,1336,1,0,1,0,1,0,0,0,0,1,0
4441,1,0,1,0,42,1,0,0,0,0,0,0,0,0,34,2207,0,0,0,1,0,0,1,0,0,1,0
258,0,0,1,0,2,1,0,0,0,0,0,0,0,1,297,402,1,1,0,0,1,0,0,0,1,0,0
2924,1,0,0,0,11,1,0,0,1,0,0,0,0,1,798,2176,1,0,1,0,1,0,0,0,0,1,0
2822,0,0,1,1,41,1,1,1,1,1,1,0,1,0,898,4539,1,1,0,0,1,0,0,0,1,0,0
3339,0,0,1,1,68,1,1,1,1,1,1,1,1,0,1053,5910,0,1,0,0,0,0,1,0,1,0,0
3525,0,1,1,0,50,1,1,0,1,1,0,1,0,1,1189,5339,1,0,1,0,1,0,0,0,0,1,0
2285,1,0,1,0,53,1,1,1,0,1,0,0,1,0,1166,5417,1,0,1,0,1,0,0,0,0,1,0
484,0,0,1,1,8,1,0,0,1,0,0,1,0,1,966,1940,1,0,1,0,1,0,0,0,0,1,0
2211,0,0,1,0,50,1,1,1,0,1,0,1,1,1,1363,5497,0,0,1,0,0,1,0,0,0,0,1
4347,0,0,0,0,50,1,0,0,1,0,1,1,1,1,1285,5426,0,0,1,0,0,0,1,0,0,0,1
2555,0,0,0,0,8,1,0,1,0,0,0,1,0,1,543,1581,0,1,0,0,1,0,0,0,0,1,0
7,0,0,0,0,10,0,0,1,0,0,0,0,0,0,140,1146,0,1,0,0,1,0,0,0,0,0,1
3657,0,0,1,1,37,1,1,0,0,0,0,0,0,1,74,2248,0,0,0,1,0,0,1,1,0,0,0
5964,0,0,1,1,49,1,0,1,0,1,1,0,0,0,577,4371,0,1,0,0,1,0,0,1,0,0,0
2426,0,0,1,0,17,0,0,0,1,1,0,0,0,1,202,1872,0,1,0,0,1,0,0,0,1,0,0
1814,1,0,1,1,12,1,0,0,0,0,0,0,0,0,23,1028,0,0,0,1,0,0,1,0,0,0,1
2274,1,0,1,1,23,1,0,1,0,0,1,1,1,1,1278,3941,1,0,1,0,1,0,0,0,0,1,0
1011,0,0,1,1,71,0,0,1,1,0,1,1,1,0,518,4979,0,1,0,0,0,0,1,0,0,0,1
6647,0,0,1,1,71,1,0,1,0,1,0,1,1,0,853,5637,0,1,0,0,0,0,1,0,1,0,0
1067,1,0,1,0,24,1,0,1,0,0,1,0,1,1,1078,3863,0,0,1,0,1,0,0,0,0,1,0
1991,1,0,1,1,45,1,1,0,1,1,0,1,1,0,875,4689,0,1,0,0,0,1,0,0,1,0,0
3970,1,0,1,1,42,1,0,1,0,0,1,0,1,0,602,4219,0,1,0,0,0,1,0,0,1,0,0
